"Value","n","Type","Scenario","Species","Parameter"
0.017717803718264,1,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.020052135253763,1,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.0206357181376377,1,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.0276387127441347,1,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.0282222956280094,1,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.0293894613957589,2,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.0369760388861307,1,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.0398939533055044,1,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.0410611190732539,2,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.0416447019571287,1,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.0422282848410034,1,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.0433954506087529,1,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.0439790334926276,1,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.0451461992603771,1,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.0463133650281266,2,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.0474805307958761,2,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.0486476965636256,1,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.0492312794475004,1,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.0509820280991246,3,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.0515656109829994,3,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.0533163596346236,1,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.0562342740539974,2,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.0568178569378721,2,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.0574014398217469,1,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.0579850227056216,1,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.0585686055894964,2,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.0591521884733711,2,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.0597357713572459,2,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.0603193542411206,3,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.0609029371249953,2,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.0614865200088701,6,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.0620701028927448,1,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.0626536857766196,3,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.0632372686604943,2,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.0638208515443691,2,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.0644044344282438,1,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.0649880173121186,2,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.0655716001959933,2,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.0661551830798681,2,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.0667387659637428,5,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.0673223488476176,4,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.0679059317314923,2,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.0684895146153671,5,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.0690730974992418,2,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.0696566803831166,4,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.0702402632669913,1,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.0708238461508661,1,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.0714074290347408,6,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.0719910119186156,6,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.0725745948024903,6,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.0731581776863651,5,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.0737417605702398,10,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.0743253434541146,5,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.0749089263379893,2,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.075492509221864,9,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.0760760921057388,6,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.0766596749896135,4,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.0772432578734883,6,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.077826840757363,7,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.0784104236412378,1,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.0789940065251125,6,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.0795775894089873,5,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.080161172292862,8,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.0807447551767368,7,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.0813283380606115,8,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.0819119209444863,2,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.082495503828361,8,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.0830790867122358,12,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.0836626695961105,13,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.0842462524799853,6,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.08482983536386,6,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.0854134182477348,7,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.0859970011316095,5,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.0865805840154843,6,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.087164166899359,7,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.0877477497832338,12,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.0883313326671085,12,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.0889149155509833,6,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.089498498434858,9,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.0900820813187328,11,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.0906656642026075,16,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.0912492470864822,11,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.091832829970357,11,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.0924164128542317,14,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.0929999957381065,14,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.0935835786219812,13,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.094167161505856,20,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.0947507443897307,13,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.0953343272736055,17,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.0959179101574802,11,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.096501493041355,13,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.0970850759252297,11,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.0976686588091045,13,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.0982522416929792,27,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.098835824576854,15,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.0994194074607287,21,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.100002990344603,11,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.100586573228478,15,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.101170156112353,23,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.101753738996228,17,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.102337321880102,14,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.102920904763977,13,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.103504487647852,21,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.104088070531727,19,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.104671653415601,17,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.105255236299476,14,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.105838819183351,21,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.106422402067226,19,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.1070059849511,19,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.107589567834975,23,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.10817315071885,22,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.108756733602725,22,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.109340316486599,24,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.109923899370474,25,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.110507482254349,31,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.111091065138224,32,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.111674648022098,28,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.112258230905973,23,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.112841813789848,43,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.113425396673723,25,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.114008979557597,27,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.114592562441472,34,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.115176145325347,35,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.115759728209222,27,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.116343311093096,34,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.116926893976971,40,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.117510476860846,23,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.118094059744721,32,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.118677642628595,37,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.11926122551247,36,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.119844808396345,33,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.12042839128022,38,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.121011974164094,30,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.121595557047969,41,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.122179139931844,34,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.122762722815719,35,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.123346305699593,38,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.123929888583468,30,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.124513471467343,36,"Distribution","PPR","Sheep","annual_inc_SA_J"
0.125097054351218,32,"Distribution","PPR","Sheep","annual_inc_SA_J"
